Id	ppl-ref	ppl-ref_pos	ppl-ref_prod	ppl-ref_dep	ppl-prompt	ppl-prompt_pos	ppl-correct	ppl-correct_pos	ppl-correct_prod	ppl-correct_dep	ppl-ge	ppl-ge_pos	ppl-incorrect	ppl-incorrect_pos	ppl-incorrect_prod	ppl-incorrect_dep	maxsim_15_skip	maxsim_30_skip	maxsim_50_skip	maxsim_15_cbw	maxsim_30_cbw	maxsim_50_cbw	lda_sim-max	lda_sim-min	lda_sim-avg	ngram_match	ngram_match-lem	ngram_unseen-1	ngram_unseen-2	ngram_unseen-3	error_yn	error_count	error_ratio	parse_score-ratio	length_ratio	length_01	length_under-min	length_above-max	length_unknown	length_unknown-ratio	length_sounds	length_sounds-ratio	prompt_missing	prompt_missing-pct	prompt_DT	prompt_IN	prompt_MD	prompt_NN	prompt_VB	CLASS
9923	-30.69866	-4.995414	-10.89055	-17.82374	-2.778794	-2.625826	-19.5249	-4.319933	-10.74811	-28.02476	-29.1262	-41.36076	-17.55746	-5.309638	-11.56662	-25.46067	0.911012897984	0.896747042606	0.918359470878	0.911156217266	0.89684185094	0.918004149451	0.961691269328	0.643733423355	0.768923536599	5.25	5.5	0.166666666667	0.333333333333	1.0	0.0	0.0	0.0	1.09513257154	0.948863512359	1	0.0	0.0	0.0	0.0	6	1	3.0	0.6	0.0	0.0	0.0	1.0	1.0	1.0
9924	-30.69866	-4.995414	-10.89055	-17.82374	-2.778794	-2.625826	-19.5249	-4.319933	-10.74811	-28.02476	-29.1262	-41.36076	-17.55746	-5.309638	-11.56662	-25.46067	0.911012897984	0.896747042606	0.918359470878	0.911156217266	0.89684185094	0.918004149451	0.784205813877	0.644122766127	0.747195063201	5.25	5.5	0.166666666667	0.333333333333	1.0	0.0	0.0	0.0	1.09513257154	0.948863512359	1	0.0	0.0	0.0	0.0	6	1	3.0	0.6	0.0	0.0	0.0	1.0	1.0	1.0
10018	-31.29947	-9.291181	-10.53574	-22.44233	-2.528916	-1.926857	-16.18824	-5.960404	-9.465362	-18.68318	-26.26353	-32.03436	-14.612	-3.773392	-9.245788	-16.97378	0.830810119027	0.750114036632	0.804289717996	0.830850922959	0.750193996055	0.804488494712	1.0	0.822220158246	0.953344761107	2.625	2.625	0.25	0.5	1.0	0.0	0.0	0.0	0.749310022798	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	2.0	0.4	0.0	0.0	0.0	1.0	1.0	0.0
10019	-28.45487	-3.733228	-6.656884	-18.44463	-2.227887	-2.324796	-16.80383	-3.331878	-5.883319	-18.68318	-24.22481	-32.03436	-14.82382	-3.171153	-5.586232	-16.97378	0.622296950463	0.598541108654	0.696113011104	0.622796579635	0.598784309353	0.696684710421	1.0	0.822466656964	0.955155953136	3.5	3.5	0.25	0.5	1.0	0.0	0.0	0.0	0.80521871985	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	3.0	0.6	0.0	0.0	0.0	1.0	1.0	0.0
10130	-26.87595	-5.510407	-17.09948	-18.5808	-2.528916	-2.227886	-16.25727	-2.952283	-9.912804	-18.68318	-23.68331	-32.03436	-15.55993	-3.206877	-10.31046	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.841779970694	0.938369671505	3.375	3.375	0.0	0.25	1.0	0.0	0.0	0.0	0.774567208456	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10287	-26.87595	-5.510407	-17.09948	-18.5808	-2.528916	-2.227886	-16.25727	-2.952283	-9.912804	-18.68318	-23.68331	-32.03436	-15.55993	-3.206877	-10.31046	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.996996398703	0.778275909353	0.930858295819	3.375	3.375	0.0	0.25	1.0	0.0	0.0	0.0	0.774567208456	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10295	-26.87595	-5.510407	-17.09948	-18.5808	-2.528916	-2.227886	-16.25727	-2.952283	-9.912804	-18.68318	-23.68331	-32.03436	-15.55993	-3.206877	-10.31046	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.996996401926	0.778221880777	0.912439772973	3.375	3.375	0.0	0.25	1.0	0.0	0.0	0.0	0.774567208456	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10779	-26.87595	-5.510407	-17.09948	-18.5808	-2.528916	-2.227886	-16.25727	-2.952283	-9.912804	-18.68318	-23.68331	-32.03436	-15.55993	-3.206877	-10.31046	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.77835197075	0.928410258547	3.375	3.375	0.0	0.25	1.0	0.0	0.0	0.0	0.774567208456	0.632575674906	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
11065	-31.27517	-6.193712	-18.10008	-24.79266	-2.528916	-2.625826	-16.18824	-3.579925	-10.30636	-23.35397	-28.34617	-36.69756	-14.72595	-3.617406	-12.21736	-21.21722	0.9305582376	0.898887290897	0.90463873828	0.930523066629	0.898853500052	0.904787916935	1.0	0.778229583108	0.925408670861	3.375	3.375	0.2	0.4	1.0	0.0	0.0	0.0	0.991093075727	0.790719593633	1	0.0	0.0	0.0	0.0	5	1	1.0	0.2	0.0	0.0	0.0	1.0	0.0	1.0
11117	-31.27517	-6.193712	-18.10008	-24.79266	-2.528916	-2.625826	-16.18824	-3.579925	-10.30636	-23.35397	-28.34617	-36.69756	-14.72595	-3.617406	-12.21736	-21.21722	0.9305582376	0.898887290897	0.90463873828	0.930523066629	0.898853500052	0.904787916935	0.996996400221	0.778352660934	0.930871651439	3.375	3.375	0.2	0.4	1.0	0.0	0.0	0.0	0.991093075727	0.790719593633	1	0.0	0.0	0.0	0.0	5	1	1.0	0.2	0.0	0.0	0.0	1.0	0.0	1.0
8269	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999980447	0.389260220359	0.675709769493	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8316	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999911942	0.389531071534	0.675679140038	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9042	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999749082	0.389199669392	0.675552831808	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9602	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999577759	0.389624771915	0.675619388543	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9713	-22.80349	-2.649594	-3.867157	-11.15345	-7.643974	-8.191841	-16.31679	-2.632609	-3.54406	-14.01238	-22.42832	-27.37116	-14.11314	-2.687693	-3.591116	-12.73033	0.825157871292	0.845403880224	0.799517578625	0.82346745345	0.843731389281	0.796887136788	0.991361570286	0.250995798337	0.679497582569	6.0	6.0	0.0	0.333333333333	1.0	0.0	0.0	0.0	0.369426634737	0.348123878495	1	1.0	0.0	2.0	0.4	5	0	2.0	0.4	0.0	0.0	0.0	0.0	1.0	1.0
11198	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999626319	0.389256032751	0.675596343256	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
11397	-39.5949	-6.807047	-9.036717	-25.44692	-14.71595	-12.30751	-28.58066	-6.179932	-8.138793	-23.35397	-29.16781	-36.69756	-23.82996	-5.046441	-8.20863	-21.21722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.572645731529	0.580206464158	1	0.0	0.0	0.0	0.0	8	0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
11398	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999855647	0.389183360628	0.675714890949	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
11610	-25.3189	-6.399989	-18.31316	-17.55845	-9.568253	-10.11612	-16.72718	-3.77172	-11.7778	-23.35397	-27.55201	-36.69756	-15.53213	-3.628458	-11.21464	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999842103	0.389536099429	0.675610507567	7.42857142857	7.57142857143	0.0	0.2	1.0	0.0	0.0	0.0	0.62043649065	0.580206464158	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8248	-24.11381	-5.214933	-16.70432	-23.28804	-11.16303	-2.885361	-17.44806	-3.972767	-15.37479	-37.36635	-31.55054	-48.61588	-15.22289	-3.996717	-14.50123	-33.94756	0.702519762977	0.814917075939	0.776571520544	0.702616421919	0.814908437557	0.776532394307	0.96450107657	0.964266698283	0.964383887427	7.5	7.5	0.375	0.625	1.0	0.0	0.0	0.0	1.14059796828	0.707413006898	1	0.0	1.0	1.0	0.111111111111	9	0	2.0	0.333333333333	0.0	1.0	1.0	0.0	0.0	0.0
8249	-24.35504	-5.746263	-17.19356	-22.90361	-8.702137	-2.584331	-20.62011	-4.201619	-13.02874	-28.02476	-33.4571	-41.36076	-18.44805	-4.600388	-13.25531	-25.46067	0.702519762977	0.814917075939	0.776571520544	0.702616421919	0.814908437557	0.776532394307	0.964517706667	0.964367357084	0.964442531875	7.5	7.5	0.166666666667	0.5	1.0	0.0	0.0	0.0	0.720982346123	0.530559755173	1	1.0	0.0	1.0	0.142857142857	7	0	2.0	0.333333333333	0.0	1.0	1.0	0.0	0.0	0.0
5860	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.466516614028	0.766544509622	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
6021	-34.22865	-11.75229	-10.7265	-17.87873	-2.885361	-7.281073	-24.58257	-6.357666	-9.326855	-18.68318	-28.25775	-32.03436	-21.14024	-5.999753	-9.246918	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.467741589186	0.766527522976	1.75	1.75	0.25	0.75	1.0	1.0	1.0	0.25	1.46449467585	0.686435699965	1	0.0	0.0	1.0	0.2	5	0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
6029	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.467751252141	0.766804494118	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	1.0	0.25	4	0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
6211	-25.59492	-6.454401	-14.91355	-16.77565	-1.681241	-6.696742	-17.92858	-6.162745	-10.57284	-18.68318	-22.32633	-32.03436	-17.49278	-5.429026	-11.47016	-16.97378	0.878189312221	0.847156104595	0.826201521053	0.878189312221	0.847156104595	0.826201521053	0.43780578129	0.257740059414	0.371317120271	1.5	1.5	0.5	0.75	1.0	0.0	0.0	0.0	1.20432091102	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0
6467	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.465808298999	0.766382192335	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
6485	-24.5365	-5.444883	-12.78616	-16.77565	-2.334454	-5.818476	-17.48418	-3.12161	-8.60203	-18.68318	-22.56817	-32.03436	-17.56546	-4.229099	-9.832672	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.999999997729	0.468727069849	0.767216736878	3.75	3.75	0.0	0.25	1.0	0.0	0.0	0.0	1.18950863813	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0
6737	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.466610247645	0.766261380531	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
6738	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.468072220908	0.766957641557	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
8588	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.468439657218	0.766678106049	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
8899	-24.5365	-5.444883	-12.78616	-16.77565	-2.334454	-5.818476	-17.48418	-3.12161	-8.60203	-18.68318	-22.56817	-32.03436	-17.56546	-4.229099	-9.832672	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.999999996526	0.46960919509	0.767281368301	3.75	3.75	0.0	0.25	1.0	0.0	0.0	0.0	1.18950863813	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0
9495	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.469001847896	0.767192803462	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
9499	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.467511327494	0.76661810668	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
10151	-24.5365	-5.444883	-12.78616	-16.77565	-2.334454	-5.818476	-17.48418	-3.12161	-8.60203	-18.68318	-22.56817	-32.03436	-17.56546	-4.229099	-9.832672	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.99999999741	0.467754213991	0.766642077029	3.75	3.75	0.0	0.25	1.0	0.0	0.0	0.0	1.18950863813	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0
10268	-35.85165	-13.74293	-16.686	-22.14169	-2.584331	-7.747894	-18.53414	-4.219394	-11.85733	-18.68318	-25.88819	-32.03436	-21.24491	-8.278613	-13.06229	-16.97378	0.884196026613	0.887758049479	0.880146428579	0.884196026613	0.887758049479	0.880146428579	0.933781403437	0.35245338086	0.669835221859	2.0	2.0	0.25	0.75	1.0	0.0	0.0	0.0	1.40854583211	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	2.0	0.666666666667	0.0	0.0	0.0	0.0	1.0	1.0
10529	-25.17137	-3.650495	-13.41449	-9.3342	-1.50515	-6.286567	-17.09027	-3.029817	-11.28947	-14.01238	-20.54374	-27.37116	-13.8823	-3.728188	-11.81192	-12.73033	0.555242188849	0.553819078159	0.505813234189	0.555242188849	0.553819078159	0.505813234189	0.0226097620821	0.0	0.00565244052051	0.5	0.5	0.666666666667	1.0	1.0	0.0	0.0	0.0	0.827490936874	0.514826774973	1	0.0	0.0	1.0	0.25	4	0	2.0	0.666666666667	0.0	0.0	0.0	0.0	1.0	1.0
10591	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.46677615636	0.766635000039	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	1.0	0.25	4	0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
10603	-24.5365	-5.444883	-12.78616	-16.77565	-2.334454	-5.818476	-17.48418	-3.12161	-8.60203	-18.68318	-22.56817	-32.03436	-17.56546	-4.229099	-9.832672	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.999998057489	0.469031442244	0.767274412244	3.75	3.75	0.0	0.25	1.0	0.0	0.0	0.0	1.18950863813	0.686435699965	1	0.0	0.0	0.0	0.0	4	1	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0
11078	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.46906312741	0.767196076559	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
11520	-24.5374	-3.403069	-7.444196	-12.26815	-2.158363	-5.545474	-17.25873	-2.821887	-6.975832	-14.01238	-23.5949	-27.37116	-17.19216	-2.730416	-6.910458	-12.73033	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.468324016216	0.767017907283	2.5	2.5	0.0	0.333333333333	1.0	0.0	0.0	0.0	1.36894411641	0.514826774973	1	0.0	0.0	0.0	0.0	3	1	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
9770	-31.28564	-6.799416	-12.3086	-26.75304	-3.0408	-2.023766	-20.81309	-6.043728	-10.8924	-28.02476	-31.86712	-41.36076	-16.52165	-4.306916	-9.661328	-25.46067	0.804585504245	0.889593884007	0.921930022818	0.803907706742	0.889398699348	0.921799570497	0.972141545386	0.968713236831	0.969864358357	7.0	7.0	0.166666666667	0.5	1.0	0.0	0.0	0.0	1.00793580447	0.862465416081	1	0.0	0.0	0.0	0.0	6	1	1.0	0.166666666667	0.0	0.0	1.0	0.0	0.0	1.0
9779	-24.04522	-9.138236	-16.36505	-21.14246	-2.227886	-2.722736	-16.95141	-7.006178	-13.47768	-23.35397	-30.32457	-36.69756	-15.45032	-4.883777	-12.61309	-21.21722	0.804585504245	0.889593884007	0.921930022818	0.803907706742	0.889398699348	0.921799570497	0.972178312019	0.968713236831	0.969888025536	7.0	7.0	0.0	0.4	1.0	0.0	0.0	0.0	1.05982722101	0.718721180068	1	0.0	0.0	0.0	0.0	5	1	1.0	0.166666666667	0.0	0.0	1.0	0.0	0.0	0.0
9780	-24.11197	-5.214933	-16.70432	-23.30175	-3.0408	-3.137709	-16.89281	-3.972767	-15.37479	-37.36635	-31.64738	-48.61588	-16.4272	-3.996717	-14.50123	-33.94756	0.804585504245	0.889593884007	0.921930022818	0.803907706742	0.889398699348	0.921799570497	0.970510292955	0.968713236831	0.969453215305	7.0	7.0	0.375	0.625	1.0	0.0	0.0	0.0	1.58971875363	1.14995388811	1	0.0	1.0	0.0	0.0	8	1	1.0	0.166666666667	0.0	0.0	1.0	0.0	0.0	1.0
9781	-24.04899	-9.138236	-16.36505	-21.12876	-2.227886	-2.722736	-17.42324	-7.006178	-13.47768	-23.35397	-30.22773	-36.69756	-15.2754	-4.883777	-12.61309	-21.21722	0.870033844239	0.860054308913	0.885313084432	0.870077188852	0.860072606616	0.885318729725	0.970420288485	0.968713226506	0.969407758721	7.0	7.0	0.0	0.4	1.0	0.0	0.0	0.0	1.06851245606	0.718721180068	1	0.0	0.0	0.0	0.0	5	1	2.0	0.333333333333	0.0	1.0	1.0	0.0	0.0	0.0
9788	-24.04522	-9.138236	-16.36505	-21.14246	-2.227886	-2.722736	-16.95141	-7.006178	-13.47768	-23.35397	-30.32457	-36.69756	-15.45032	-4.883777	-12.61309	-21.21722	0.804585504245	0.889593884007	0.921930022818	0.803907706742	0.889398699348	0.921799570497	0.969925073077	0.968713236831	0.969316145532	7.0	7.0	0.0	0.4	1.0	0.0	0.0	0.0	1.05982722101	0.718721180068	1	0.0	0.0	1.0	0.166666666667	6	0	1.0	0.166666666667	0.0	0.0	1.0	0.0	0.0	1.0
10215	-34.67381	-9.735717	-16.64152	-26.73934	-3.0408	-3.43874	-24.05649	-7.75787	-13.24736	-28.02476	-30.89951	-41.36076	-15.40536	-5.22736	-12.54655	-25.46067	0.870033844239	0.860054308913	0.885313084432	0.870077188852	0.860072606616	0.885318729725	0.949622169123	0.946219711767	0.947600907154	5.5	5.5	0.166666666667	0.666666666667	1.0	0.0	0.0	0.0	1.34185701305	0.862465416081	1	0.0	0.0	0.0	0.0	6	1	2.0	0.333333333333	0.0	1.0	1.0	0.0	0.0	0.0
11250	-29.67786	-9.872447	-12.48231	-17.89015	-3.040799	-2.023766	-22.41957	-6.756007	-12.08732	-23.35397	-30.25023	-36.69756	-16.10844	-4.39283	-10.52127	-21.21722	0.630227462089	0.727036138158	0.721366946774	0.629681271066	0.726927144881	0.72116394213	0.928092922055	0.919915471094	0.923285986588	5.0	5.0	0.2	0.6	1.0	0.0	0.0	0.0	0.833127546296	0.718721180068	1	0.0	0.0	0.0	0.0	5	1	3.0	0.5	0.0	1.0	1.0	0.0	1.0	0.0
6336	-29.4608	-3.368087	-9.294813	-15.40963	-3.157613	-2.337164	-20.58945	-2.833396	-8.188163	-23.35397	-24.63312	-36.69756	-14.31265	-2.956149	-8.434268	-21.21722	0.922895050247	0.905603181681	0.906104656174	0.925769577439	0.903741924586	0.903910477465	0.961799597638	0.223275948669	0.487964789893	2.81081081081	5.35135135135	0.2	0.6	1.0	0.0	0.0	0.0	0.840011150215	0.881043001075	1	0.0	0.0	0.0	0.0	5	1	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0
7662	-25.88618	-3.368087	-9.294813	-13.54078	-2.693004	-2.337164	-16.95662	-2.833396	-8.188163	-23.35397	-22.80218	-36.69756	-15.62618	-2.956149	-8.434268	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999489382	0.193234995416	0.878357341978	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.828068835661	0.881043001075	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7689	-25.88618	-3.368087	-9.294813	-13.54078	-2.693004	-2.337164	-16.95662	-2.833396	-8.188163	-23.35397	-22.80218	-36.69756	-15.62618	-2.956149	-8.434268	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.99999997737	0.192738511447	0.881303734106	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.828068835661	0.881043001075	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7953	-25.88618	-3.368087	-9.294813	-13.54078	-2.693004	-2.337164	-16.95662	-2.833396	-8.188163	-23.35397	-22.80218	-36.69756	-15.62618	-2.956149	-8.434268	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999978113	0.193866390368	0.870113190264	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.828068835661	0.881043001075	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8000	-25.88618	-3.368087	-9.294813	-13.54078	-2.693004	-2.337164	-16.95662	-2.833396	-8.188163	-23.35397	-22.80218	-36.69756	-15.62618	-2.956149	-8.434268	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.99999976146	0.1927579907	0.868326927943	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.828068835661	0.881043001075	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8650	-26.09547	-4.085813	-7.936849	-12.76098	-2.938007	-2.903766	-17.63251	-2.812049	-6.613844	-18.68318	-23.17136	-32.03436	-15.63007	-3.089481	-7.071422	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	0.999999808354	0.234803252975	0.894653979842	3.89189189189	3.89189189189	0.0	0.25	1.0	0.0	0.0	0.0	0.641930402474	0.70483440086	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
