Id	Prompt	Wavfile
40501	Sag: Ich möchte mit Kreditkarte bezahlen	40501.wav
40502	Frag: Gibt es einen Lift?	40502.wav
40503	Frag: Zimmer für 2 Nächte	40503.wav
40504	Frag: Einzelzimmer	40504.wav
40505	Frag: Zimmer für 3 Nächte	40505.wav
40506	Frag: Einzelzimmer	40506.wav
40507	Sag: Ich möchte mit Visa bezahlen	40507.wav
40509	Frag: Gibt es einen Lebensmittelladen?	40509.wav
40510	Frag: Zimmer für 3 Nächte	40510.wav
40511	Frag: Doppelzimmer	40511.wav
40515	Frag: Twinzimmer	40515.wav
40517	Sag: Ich möchte mit Kreditkarte bezahlen	40517.wav
40519	Frag: Zimmer für 5 Nächte	40519.wav
40520	Sag: Ich möchte mit Dollars bezahlen	40520.wav
40527	Frag: 4 Tickets nach London	40527.wav
40528	Sag: Ich möchte um 12 Uhr morgen abreisen	40528.wav
40530	Frag: 5 Tickets nach London	40530.wav
40532	Sag: Ich heisse Barbara	40532.wav
40534	Frag: ein Ticket nach London	40534.wav
40535	Sag: Ich heisse Sarah	40535.wav
40537	Frag: 2 Musical-Tickets	40537.wav
40539	Sag: Ich möchte in der zehnten Reihe sitzen	40539.wav
40540	Frag: 5 Tickets	40540.wav
40542	Sag: Ich möchte am Samstagabend gehen	40542.wav
40544	Frag: 4 Tickets	40544.wav
40546	Sag: Ich möchte morgen Abend gehen	40546.wav
40548	Frag: 2 Tickets für König der Löwen	40548.wav
40549	Frag: Tickets für das Naturhistorische Museum	40549.wav
40552	Frag: 2 Tickets für König der Löwen	40552.wav
40553	Sag: Ich möchte in der zehnten Reihe sitzen	40553.wav
40555	Frag: 3 Musical-Tickets	40555.wav
40556	Frag: 3 Tickets für Billy Elliot	40556.wav
40558	Frag: 4 Musical-Tickets	40558.wav
40559	Frag: 4 Tickets für Billy Elliot	40559.wav
40560	Sag: Ich möchte in der zehnten Reihe sitzen	40560.wav
40561	Frag: 2 Tickets	40561.wav
40564	Sag: Ich möchte vorne sitzen	40564.wav
40565	Frag: 3 Musical-Tickets	40565.wav
40566	Frag: 3 Tickets für Mamma Mia	40566.wav
40568	Frag: 2 Tickets	40568.wav
40569	Sag: Ich möchte heute Abend gehen	40569.wav
40570	Frag: 2 Tickets für Billy Elliot	40570.wav
40571	Sag: Ich möchte in der zweiten Reihe sitzen	40571.wav
40572	Sag: Ich heisse Sarah	40572.wav
40573	Sag: Ich bin aus Frankreich	40573.wav
40574	Sag: Ich habe 2 jüngere Brüder	40574.wav
40577	Frag: braune Stiefel	40577.wav
40579	Frag: ein grünes T-Shirt	40579.wav
40580	Frag: Wie viel kostet es?	40580.wav
40582	Sag: Ich möchte mit Kreditkarte bezahlen	40582.wav
40583	Frag: Gibt es eine Hotelbar?	40583.wav
40585	Frag: Einzelzimmer	40585.wav
40587	Frag: einen Tee	40587.wav
40589	Frag: etwas Knoblauchbrot	40589.wav
40591	Frag: Zimmer für 6 Nächte	40591.wav
40592	Frag: Zimmer für 6 Nächte	40592.wav
40593	Frag: Einzelzimmer	40593.wav
40599	Frag: Zimmer für 7 Nächte	40599.wav
40603	Sag: Ich möchte mit Visa bezahlen	40603.wav
40610	Frag: Twinzimmer	40610.wav
40612	Sag: Ich möchte mit Kreditkarte bezahlen	40612.wav
40619	Sag: Ich möchte mit Kreditkarte bezahlen	40619.wav
40621	Sag: Ich möchte mit Kreditkarte bezahlen	40621.wav
40624	Frag: ein Ticket nach London	40624.wav
40634	Sag: Ich möchte um 22 Uhr morgen abreisen	40634.wav
40638	Sag: Ich heisse Thomas	40638.wav
40641	Frag: Zimmer für 1 Woche	40641.wav
40643	Frag: Gibt es eine Hotelbar?	40643.wav
40644	Sag: Ich heisse Silvia	40644.wav
40646	Sag: Ich habe 4 ältere Schwestern	40646.wav
40649	Frag: Stiefel	40649.wav
40650	Frag: Stiefel	40650.wav
40651	Frag: rote Stiefel	40651.wav
40652	Frag: rote Stiefel	40652.wav
40656	Frag: eine L	40656.wav
40657	Frag: Wie viel kostet es?	40657.wav
40658	Frag: Zimmer für 4 Nächte	40658.wav
40659	Frag: Zimmer für 4 Nächte	40659.wav
40662	Sag: Ich möchte mit Euros bezahlen	40662.wav
40664	Frag: Gibt es einen Coiffeur?	40664.wav
40665	Frag: Wo ist der Coiffeur?	40665.wav
40666	Sag: Das WC ist dreckig	40666.wav
40667	Sag: Im Zimmer hat es kein Duschgel	40667.wav
40669	Frag: Junior Suite	40669.wav
40670	Sag: Ich möchte mit Kreditkarte bezahlen	40670.wav
40673	Frag: Suite	40673.wav
40674	Sag: Ich möchte mit Mastercard bezahlen	40674.wav
40675	Frag: Gibt es ein Hotelrestaurant?	40675.wav
40676	Frag: Wo ist das Hotelrestaurant?	40676.wav
40679	Frag: Wo ist der Haarföhn?	40679.wav
40682	Frag: Welcher Bus fährt dorthin?	40682.wav
40687	Frag: etwas Knoblauchbrot	40687.wav
40690	Frag: Ich möchte die Rechnung	40690.wav
40692	Sag: Ich möchte mit Kreditkarte bezahlen	40692.wav
40697	Sag: Ich möchte mit Kreditkarte bezahlen	40697.wav
40698	Frag: Gibt es einen Lift?	40698.wav
40699	Frag: Gibt es einen Lift?	40699.wav
40700	Frag: Zimmer für 4 Nächte	40700.wav
40703	Sag: Ich möchte mit Schweizer Franken bezahlen	40703.wav
40706	Frag: Suite	40706.wav
40707	Sag: Ich möchte mit Kreditkarte bezahlen	40707.wav
40710	Frag: Gibt es ein Schwimmbad?	40710.wav
40711	Frag: Wo ist das Schwimmbad?	40711.wav
40714	Sag: Im Zimmer hat es keinen Haarföhn	40714.wav
40718	Sag: Ich heisse Maddalena	40718.wav
40719	Frag: 5 Tickets nach London	40719.wav
40721	Sag: Ich heisse Nick	40721.wav
40726	Sag: Ich heisse Andy	40726.wav
40727	Sag: Ich bin aus Kanada	40727.wav
40728	Sag: Ich möchte am Donnerstagabend abreisen	40728.wav
40730	Frag: billiges Ticket	40730.wav
40731	Frag: billiges Ticket	40731.wav
40734	Sag: Ich heisse Nick	40734.wav
40736	Sag: Frankreich ist in Europa	40736.wav
40737	Sag: Die Hauptstadt von Frankreich ist Paris	40737.wav
40738	Sag: Ich habe 2 ältere Schwestern	40738.wav
40739	Sag: Ich gehe in die Ferien	40739.wav
40740	Sag: Dies ist mein Pass	40740.wav
40741	Frag: 1 Musical-Ticket	40741.wav
40742	Frag: ein Ticket für Billy Elliot	40742.wav
40744	Frag: Tickets für das Science Museum	40744.wav
40745	Frag: 4 Tickets	40745.wav
40746	Frag: Stiefel	40746.wav
40747	Frag: braune Stiefel	40747.wav
40748	Frag: ein T-Shirt	40748.wav
40749	Frag: ein rotes T-Shirt	40749.wav
40750	Frag: eine L	40750.wav
40752	Sag du möchtest nicht: dieses T-Shirt	40752.wav
40753	Frag: ein Ticket nach Westminster	40753.wav
40755	Sag: Ich möchte mit Dollars bezahlen	40755.wav
40756	Frag: Zimmer für 1 Woche	40756.wav
40758	Sag: Ich möchte mit Postkarte bezahlen	40758.wav
40759	Frag: Gibt es einen Coiffeur?	40759.wav
40760	Frag: Zimmer für 3 Nächte	40760.wav
40761	Sag: Ich möchte mit Postkarte bezahlen	40761.wav
40763	Sag: Ich möchte am Dienstag abreisen	40763.wav
40765	Sag: Ich bin aus Kanada	40765.wav
40766	Frag: 4 Tickets nach London	40766.wav
40767	Frag: 4 Tickets nach London	40767.wav
40768	Sag: Ich möchte um 13 Uhr morgen abreisen	40768.wav
40769	Sag: Ich heisse Michelle	40769.wav
40770	Sag: Ich bin aus Österreich	40770.wav
40772	Frag: Stiefel	40772.wav
40773	Frag: Stiefel	40773.wav
40776	Frag: Zimmer für 2 Nächte	40776.wav
40777	Frag: Twinzimmer	40777.wav
40778	Sag: Ich möchte mit Kreditkarte bezahlen	40778.wav
40779	Sag: Ich möchte mit Kreditkarte bezahlen	40779.wav
40780	Frag: Gibt es einen Lebensmittelladen?	40780.wav
40782	Frag: Zimmer für 3 Nächte	40782.wav
40783	Sag: Ich möchte mit Visa bezahlen	40783.wav
40784	Sag: Ich möchte mit Visa bezahlen	40784.wav
40785	Frag: Wo ist das Schwimmbad?	40785.wav
40786	Sag: Mein Zimmer ist dreckig	40786.wav
40788	Sag: Im Zimmer hat es kein Duschgel	40788.wav
40789	Frag: den Sonntagsbraten	40789.wav
40791	Frag: meinen Sonntagsbraten durchgebraten	40791.wav
40797	Frag: mein Steak durchgebraten	40797.wav
40799	Sag: Dies ist nicht was ich bestellt habe	40799.wav
40800	Sag: Ich habe keine Reservation	40800.wav
40803	Frag: braune Stiefel	40803.wav
40804	Frag: Stiefel	40804.wav
40806	Frag: Stiefel	40806.wav
40807	Frag: Grösse 42	40807.wav
40810	Sag: Ich möchte um 11 Uhr morgen abreisen	40810.wav
40812	Frag: Einzelzimmer	40812.wav
40815	Frag: Wo ist das Schwimmbad?	40815.wav
40816	Frag: den Sonntagsbraten	40816.wav
40818	Frag: einen gemischten Salat	40818.wav
40822	Frag: Zimmer für 5 Nächte	40822.wav
40823	Sag: Ich möchte mit Postkarte bezahlen	40823.wav
40824	Frag: Zimmer für 2 Nächte	40824.wav
40826	Frag: Gibt es ein Fitnessstudio?	40826.wav
40830	Frag: Gibt es einen Lebensmittelladen?	40830.wav
40831	Frag: Gibt es einen Lebensmittelladen?	40831.wav
40833	Frag: Gibt es einen Lebensmittelladen?	40833.wav
40834	Frag: Gibt es einen Lebensmittelladen?	40834.wav
40836	Frag: Gibt es ein Fitnessstudio?	40836.wav
40838	Frag: Zimmer für 3 Nächte	40838.wav
40839	Sag: Ich möchte mit Kreditkarte bezahlen	40839.wav
40841	Frag: Einzelzimmer	40841.wav
40842	Frag: Einzelzimmer	40842.wav
40845	Frag: Zimmer für 7 Nächte	40845.wav
40846	Frag: Twinzimmer	40846.wav
40847	Sag: Ich möchte mit Kreditkarte bezahlen	40847.wav
40849	Frag: Wo ist das Schwimmbad?	40849.wav
40857	Frag: ein Wasser mit Kohlensäure	40857.wav
40858	Frag: ein Steak	40858.wav
40861	Sag: Ich möchte mit Visa bezahlen	40861.wav
40862	Sag: Ich möchte mit Visa bezahlen	40862.wav
40863	Frag: ein Steak	40863.wav
40864	Frag: mein Steak blau	40864.wav
40865	Frag: Ich möchte die Dessertkarte	40865.wav
40866	Frag: Apfelkuchen	40866.wav
40867	Sag: Ich möchte mit Postkarte bezahlen	40867.wav
40869	Frag: mein Steak medium	40869.wav
40871	Frag: Himbeersorbet	40871.wav
40875	Frag: mein Steak rare	40875.wav
40877	Frag: Ich möchte die Rechnung	40877.wav
40878	Sag: Ich möchte mit Visa bezahlen	40878.wav
40879	Frag: den Sonntagsbraten	40879.wav
40885	Frag: ein Steak	40885.wav
40887	Sag: Ich möchte mit Mastercard bezahlen	40887.wav
40888	Frag: ein Steak	40888.wav
40890	Frag: Trifle	40890.wav
40892	Frag: einen Hamburger	40892.wav
40893	Frag: meinen Hamburger durchgebraten	40893.wav
40894	Frag: einen gemischten Salat	40894.wav
40897	Sag: Ich möchte mit Kreditkarte bezahlen	40897.wav
40899	Sag: Ich möchte um 18 Uhr morgen abreisen	40899.wav
40900	Sag: Ich bin aus England	40900.wav
40902	Sag: Ich heisse John	40902.wav
40903	Frag: 2 Tickets nach London	40903.wav
40904	Sag: Ich bin aus der Türkei	40904.wav
40905	Sag: Die Hauptstadt von der Türkei ist Ankara	40905.wav
40906	Sag: Ich habe 1 Schwester	40906.wav
40908	Frag: Stiefel	40908.wav
40909	Frag: ein Sweatshirt	40909.wav
40912	Sag: Dies ist zu teuer	40912.wav
40913	Frag: Stiefel	40913.wav
40914	Frag: ein Ticket zum Piccadilly Circus	40914.wav
40917	Frag: Welcher Bus fährt dorthin?	40917.wav
40918	Frag: Wo ist die Tate Modern?	40918.wav
40920	Frag: Welcher Bus fährt dorthin?	40920.wav
40922	Frag: Welcher Bus fährt dorthin?	40922.wav
40923	Sag: Saint Pauls Cathedral ist nahe der Bank of England	40923.wav
40924	Sag: Marble Arch ist gegenüber dem Hyde Park	40924.wav
40926	Frag: ein Ticket für Wicked	40926.wav
40927	Sag: Ich möchte in der Mitte sitzen	40927.wav
40928	Frag: Tickets für das Naturhistorische Museum	40928.wav
40929	Frag: 2 Tickets	40929.wav
40930	Frag: 2 Tickets	40930.wav
40931	Sag: Ich möchte heute Abend gehen	40931.wav
40932	Sag: Ich möchte in der siebten Reihe sitzen	40932.wav
40934	Frag: 3 Musical-Tickets	40934.wav
40939	Frag: Wo ist der Zoo?	40939.wav
40942	Frag: Welcher Bus fährt dorthin?	40942.wav
40943	Frag: Wo ist das Naturhistorische Museum?	40943.wav
40944	Frag: 4 Tickets nach London	40944.wav
40945	Sag: Ich möchte am Montagmorgen abreisen	40945.wav
40946	Sag: Ich bin aus Portugal	40946.wav
40949	Sag: Ich bin aus Australien	40949.wav
40952	Frag: ein T-Shirt	40952.wav
40954	Frag: Stiefel	40954.wav
40955	Frag: Grösse 42	40955.wav
40957	Frag: eine S	40957.wav
40958	Frag: Wie viel kostet die Hose?	40958.wav
40959	Sag: Dies ist zu teuer	40959.wav
40960	Frag: Zimmer für 7 Nächte	40960.wav
40961	Frag: Twinzimmer	40961.wav
40964	Frag: Zimmer für 1 Woche	40964.wav
40966	Frag: Wo ist das Fitnessstudio?	40966.wav
40967	Frag: Einzelzimmer	40967.wav
40969	Frag: Wo ist der Lebensmittelladen?	40969.wav
40971	Sag: Ich möchte um 17 Uhr morgen abreisen	40971.wav
40973	Frag: 2 Tickets nach London	40973.wav
40974	Sag: Ich möchte um 21 Uhr morgen abreisen	40974.wav
40975	Sag: Ich heisse James	40975.wav
40976	Frag: 2 Tickets nach London	40976.wav
40977	Sag: Ich heisse Paul	40977.wav
40978	Frag: Zimmer für 3 Nächte	40978.wav
40979	Frag: Suite	40979.wav
40981	Frag: Zimmer für 1 Woche	40981.wav
40982	Sag: Ich möchte mit Kreditkarte bezahlen	40982.wav
40984	Frag: Zimmer für 5 Nächte	40984.wav
40986	Frag: Wo ist der Lift?	40986.wav
40988	Sag: Ich möchte mit Kreditkarte bezahlen	40988.wav
40989	Frag: Gibt es ein Fitnessstudio?	40989.wav
40991	Sag: Ich bin aus Italien	40991.wav
40993	Frag: Einzelzimmer	40993.wav
40994	Frag: Gibt es eine Hotelbar?	40994.wav
40996	Sag: Ich möchte mit Postkarte bezahlen	40996.wav
40997	Frag: Gibt es einen Coiffeur?	40997.wav
40998	Frag: Wo ist der Coiffeur?	40998.wav
41001	Sag: Ich möchte mit Kreditkarte bezahlen	41001.wav
41003	Frag: Zimmer für 7 Nächte	41003.wav
41007	Sag: Ich möchte mit Kreditkarte bezahlen	41007.wav
41008	Frag: Gibt es einen Lift?	41008.wav
41009	Frag: Wo ist der Lift?	41009.wav
41010	Frag: Zimmer für 3 Nächte	41010.wav
41011	Sag: Ich möchte mit Postkarte bezahlen	41011.wav
41012	Frag: Gibt es einen Lebensmittelladen?	41012.wav
41013	Sag: Ich möchte um 16 Uhr morgen abreisen	41013.wav
41018	Frag: Zimmer für 3 Nächte	41018.wav
41019	Sag: Ich möchte mit Kreditkarte bezahlen	41019.wav
41024	Frag: Zimmer für 4 Nächte	41024.wav
41026	Frag: Zimmer für 4 Nächte	41026.wav
41027	Sag: Ich möchte mit Kreditkarte bezahlen	41027.wav
41028	Sag: Ich möchte mit Euros bezahlen	41028.wav
41030	Sag: Ich heisse John	41030.wav
41031	Frag: 3 Tickets nach London	41031.wav
41032	Sag: Ich heisse Silvia	41032.wav
41034	Sag: Ich möchte mit Dollars bezahlen	41034.wav
41035	Sag: Ich möchte mit Dollars bezahlen	41035.wav
41036	Frag: ein Ticket zum Piccadilly Circus	41036.wav
41039	Frag: Ich möchte die Dessertkarte	41039.wav
41043	Sag: Ich bin aus Italien	41043.wav
41045	Sag: Dies ist mein Pass	41045.wav
41046	Frag: mein Steak medium	41046.wav
41049	Frag: mein Steak medium	41049.wav
41052	Frag: Stiefel	41052.wav
41053	Frag: Jeans	41053.wav
41054	Frag: eine L	41054.wav
41055	Frag: Zimmer für 5 Nächte	41055.wav
41056	Frag: Gibt es ein Fitnessstudio?	41056.wav
41058	Frag: braune Stiefel	41058.wav
41060	Frag: eine L	41060.wav
41061	Frag: Wie viel kostet es?	41061.wav
41062	Frag: Wo ist Piccadilly Circus?	41062.wav
41064	Sag: Ich möchte mit Kreditkarte bezahlen	41064.wav
41065	Frag: ein Steak	41065.wav
41066	Frag: Ich möchte die Dessertkarte	41066.wav
41067	Frag: Ich möchte die Rechnung	41067.wav
41068	Frag: ein Wasser mit Kohlensäure	41068.wav
41069	Frag: mein Steak blau	41069.wav
41070	Frag: Custard Tart	41070.wav
41072	Sag: Ich möchte mit Schweizer Franken bezahlen	41072.wav
41073	Frag: Gibt es ein Hotelrestaurant?	41073.wav
41074	Frag: Zimmer für 6 Nächte	41074.wav
41076	Frag: Zimmer für 6 Nächte	41076.wav
41077	Frag: Gibt es ein Schwimmbad?	41077.wav
41078	Frag: ein Steak	41078.wav
41083	Sag: Ich heisse Stephanie	41083.wav
41085	Sag: Ich gehe in die Ferien	41085.wav
41087	Sag: Ich habe 2 Schwestern	41087.wav
41090	Frag: 2 Tickets für Billy Elliot	41090.wav
41092	Frag: 2 Musical-Tickets	41092.wav
41093	Sag: Ich möchte in der ersten Reihe sitzen	41093.wav
41094	Frag: 3 Tickets	41094.wav
41096	Sag: Dies ist mein Pass	41096.wav
41098	Sag: Dies ist mein Pass	41098.wav
41099	Frag: ein Ticket nach London	41099.wav
41100	Frag: ein Ticket nach London	41100.wav
41103	Frag: 2 Tickets für König der Löwen	41103.wav
41104	Frag: 3 Tickets	41104.wav
41105	Frag: Welcher Bus fährt dorthin?	41105.wav
41106	Frag: Stiefel	41106.wav
41107	Frag: ein T-Shirt	41107.wav
41109	Sag: Ich möchte am Sonntag abreisen	41109.wav
41110	Frag: 3 Musical-Tickets	41110.wav
41112	Sag: Mir geht es gut	41112.wav
41114	Frag: eine L	41114.wav
41116	Sag: Ich möchte um 12 Uhr morgen abreisen	41116.wav
41117	Sag: Ich bin aus Amerika	41117.wav
41118	Frag: Welcher Bus fährt dorthin?	41118.wav
41120	Frag: Stiefel	41120.wav
41121	Frag: ein Sweatshirt	41121.wav
41122	Frag: Wie viel kostet es?	41122.wav
41123	Sag: Dies ist zu teuer	41123.wav
41124	Frag: ein Ticket nach London	41124.wav
41125	Frag: ein Ticket nach London	41125.wav
41126	Sag: Ich heisse Paolo	41126.wav
41127	Sag: Ich möchte morgen abreisen	41127.wav
41128	Sag: Ich bin aus der Schweiz	41128.wav
41129	Sag: Ich heisse Michelle	41129.wav
41131	Sag: Ich bin aus Deutschland	41131.wav
41133	Frag: 2 Tickets für Freitagabend	41133.wav
41135	Frag: ein Ticket für Freitagabend	41135.wav
41136	Frag: 2 Tickets für König der Löwen	41136.wav
41137	Sag: Ich möchte vorne sitzen	41137.wav
41138	Frag: 2 Musical-Tickets	41138.wav
41139	Frag: 2 Tickets für König der Löwen	41139.wav
41140	Frag: 2 Tickets	41140.wav
41142	Sag: Ich möchte in der siebten Reihe sitzen	41142.wav
41148	Sag: Mir geht es gut	41148.wav
41149	Frag: Grösse 38	41149.wav
41154	Frag: Wie viel kostet das T-Shirt?	41154.wav
41155	Frag: Stiefel	41155.wav
41157	Frag: ein violettes T-Shirt	41157.wav
41159	Frag: ein T-Shirt	41159.wav
41160	Frag: ein grünes T-Shirt	41160.wav
41161	Frag: eine L	41161.wav
41162	Sag: Mir geht es gut	41162.wav
41163	Frag: Grösse 42	41163.wav
41164	Frag: eine L	41164.wav
41165	Sag: Dies ist zu teuer	41165.wav
41166	Frag: rote Stiefel	41166.wav
41169	Sag: Dies ist zu teuer	41169.wav
41171	Frag: ein grünes Hemd	41171.wav
41172	Sag: Dies ist zu teuer	41172.wav
41173	Frag: Wo ist die National Gallery?	41173.wav
41175	Frag: Wo ist der Zoo?	41175.wav
41177	Frag: Wo ist Piccadilly Circus?	41177.wav
41178	Sag: Saint Pauls Cathedral ist nahe der Bank of England	41178.wav
41179	Frag: Zimmer für 5 Nächte	41179.wav
41180	Frag: Einzelzimmer	41180.wav
41181	Sag: Ich möchte mit Kreditkarte bezahlen	41181.wav
41184	Frag: Gibt es einen Lebensmittelladen?	41184.wav
41185	Frag: Zimmer für 3 Nächte	41185.wav
41186	Frag: Einzelzimmer	41186.wav
41188	Sag: Ich möchte mit Kreditkarte bezahlen	41188.wav
41189	Frag: Zimmer für 3 Nächte	41189.wav
41190	Frag: Einzelzimmer	41190.wav
41191	Frag: Einzelzimmer	41191.wav
41192	Frag: Einzelzimmer	41192.wav
41194	Sag: Ich möchte mit Mastercard bezahlen	41194.wav
41195	Frag: Gibt es ein Fitnessstudio?	41195.wav
41197	Frag: Wo ist das Fitnessstudio?	41197.wav
41198	Frag: Zimmer für 3 Nächte	41198.wav
41201	Frag: Gibt es eine Hotelbar?	41201.wav
41203	Frag: Wo ist die Hotelbar?	41203.wav
41205	Frag: Zimmer für 4 Nächte	41205.wav
41206	Frag: Einzelzimmer	41206.wav
41208	Frag: Gibt es ein Fitnessstudio?	41208.wav
41210	Frag: Zimmer für 6 Nächte	41210.wav
41213	Frag: Doppelzimmer	41213.wav
41215	Sag: Ich möchte mit Mastercard bezahlen	41215.wav
41216	Frag: Gibt es einen Lift?	41216.wav
41217	Frag: Wo ist der Lift?	41217.wav
41218	Frag: Zimmer für 6 Nächte	41218.wav
41220	Sag: Ich möchte mit Postkarte bezahlen	41220.wav
41221	Frag: Gibt es einen Coiffeur?	41221.wav
41222	Frag: Gibt es einen Coiffeur?	41222.wav
41223	Frag: Zimmer für 7 Nächte	41223.wav
41226	Frag: Gibt es ein Hotelrestaurant?	41226.wav
41227	Frag: Wo ist das Hotelrestaurant?	41227.wav
41229	Frag: Zimmer für 7 Nächte	41229.wav
41231	Sag: Ich möchte mit Kreditkarte bezahlen	41231.wav
41232	Sag: Ich möchte mit Kreditkarte bezahlen	41232.wav
41233	Frag: Gibt es ein Schwimmbad?	41233.wav
41234	Frag: Wo ist das Schwimmbad?	41234.wav
41237	Frag: Zimmer für 4 Nächte	41237.wav
41238	Sag: Ich möchte mit Postkarte bezahlen	41238.wav
41240	Frag: Gibt es einen Lebensmittelladen?	41240.wav
41241	Frag: 2 Tickets nach London	41241.wav
41242	Sag: Ich möchte am Dienstag abreisen	41242.wav
41243	Sag: Ich heisse Mona	41243.wav
41244	Sag: Ich bin aus Italien	41244.wav
41245	Frag: 4 Tickets nach London	41245.wav
41247	Sag: Ich möchte am Mittwochmorgen abreisen	41247.wav
41248	Sag: Ich heisse John	41248.wav
41249	Sag: Ich heisse John	41249.wav
41251	Frag: Zimmer für 5 Nächte	41251.wav
41252	Frag: Einzelzimmer	41252.wav
41253	Sag: Ich möchte mit Kreditkarte bezahlen	41253.wav
41255	Frag: Zimmer für 2 Nächte	41255.wav
41256	Frag: Einzelzimmer	41256.wav
41257	Sag: Ich möchte mit Kreditkarte bezahlen	41257.wav
41258	Frag: Gibt es einen Lift?	41258.wav
41259	Frag: ein Ticket nach London	41259.wav
41260	Sag: Ich möchte um 13 Uhr morgen abreisen	41260.wav
41263	Sag: Ich bin aus Italien	41263.wav
41265	Frag: 2 Tickets nach London	41265.wav
41272	Sag: Ich möchte mit Kreditkarte bezahlen	41272.wav
41273	Frag: ein Ticket nach Westminster	41273.wav
41277	Frag: ein Ticket zum Trafalgar Square	41277.wav
41279	Frag: ein Ticket zum Green Park	41279.wav
41282	Frag: ein Ticket nach Notting Hill	41282.wav
41283	Sag: Ich möchte mit Postkarte bezahlen	41283.wav
41284	Frag: ein Ticket zum Piccadilly Circus	41284.wav
41287	Frag: ein Ticket zum Piccadilly Circus	41287.wav
41291	Sag: Ich möchte mit Kreditkarte bezahlen	41291.wav
41293	Sag: Ich möchte mit Euros bezahlen	41293.wav
41294	Frag: ein Ticket zum Green Park	41294.wav
41296	Sag: Ich möchte mit Dollars bezahlen	41296.wav
41297	Sag: Ich möchte mit Dollars bezahlen	41297.wav
41298	Sag: Ich heisse Janet	41298.wav
41299	Sag: Ich bin aus Italien	41299.wav
41302	Sag: Die Hauptstadt von Italien ist Rom	41302.wav
41308	Frag: Stiefel	41308.wav
41311	Frag: 2 Musical-Tickets	41311.wav
41312	Frag: 2 Tickets für Dienstagabend	41312.wav
41314	Frag: 2 Tickets für Billy Elliot	41314.wav
41318	Frag: ein Wasser ohne Kohlensäure	41318.wav
41320	Frag: ein Steak	41320.wav
41322	Frag: mein Steak rare	41322.wav
41323	Frag: mein Steak rare	41323.wav
41327	Frag: Ich möchte die Dessertkarte	41327.wav
41328	Frag: Ich möchte die Dessertkarte	41328.wav
41329	Sag: Ich möchte mit Kreditkarte bezahlen	41329.wav
41330	Frag: Gibt es einen Lift?	41330.wav
41331	Frag: Wo ist der Lift?	41331.wav
41334	Frag: Doppelzimmer	41334.wav
41337	Sag: Ich möchte mit Visa bezahlen	41337.wav
41338	Frag: Gibt es ein Hotelrestaurant?	41338.wav
