"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"	"Trace"
"1371"	"Sag: Im Zimmer hat es keinen Haarföhn"	"user-46_2014-11-09_13-24-17_utt_135.wav"	"there is no hairdryer in the room"	"there is no hairdryer in my room"	"correct"	"correct"	"M: 1-3 H: 3-0"
"1372"	"Sag: Im Zimmer hat es keinen Haarföhn"	"user-46_2014-11-09_13-24-17_utt_136.wav"	"there is no hairdryer in the room"	"there's no hairdryer in the room"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1404"	"Sag: Ich habe 2 jüngere Brüder"	"user-46_2014-11-09_13-24-17_utt_184.wav"	"i have got three young brothers"	"i've got three younger brothers"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1423"	"Sag: Die Hauptstadt von der Türkei ist Ankara"	"user-46_2014-11-09_13-24-17_utt_210.wav"	"the capital of turkey is ankara"	"capital of turkey is ankara"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1424"	"Sag: Ich habe einen jüngeren Bruder"	"user-46_2014-11-09_13-24-17_utt_211.wav"	"i have got two younger brothers"	"i've got two younger brothers"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1425"	"Sag: Ich habe einen jüngeren Bruder"	"user-46_2014-11-09_13-24-17_utt_212.wav"	"i have got two younger brothers"	"i've got two younger brothers"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1426"	"Sag: Ich habe einen jüngeren Bruder"	"user-46_2014-11-09_13-24-17_utt_213.wav"	"i have got two younger brothers"	"i have got two younger brothers"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1431"	"Sag: Frankreich ist nicht in Afrika"	"user-46_2014-11-09_13-24-17_utt_220.wav"	"brown is too much"	"france isn't in af*a"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1455"	"Frag: ein Ticket für Mamma Mia"	"user-46_2014-11-11_14-37-09_utt_027.wav"	"i want tickets for mamma mia"	"want tickets for mamma mia"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1464"	"Frag: ein Ticket zum Trafalgar Square"	"user-46_2014-11-11_14-37-09_utt_040.wav"	"i want a ticket to trafalgar square"	"i want a ticket to trafalgar*z square"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1476"	"Frag: billigeres Ticket"	"user-46_2014-11-11_14-37-09_utt_060.wav"	"i want the bills ticket"	"i want a uh billig*v ticket"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1477"	"Frag: billigeres Ticket"	"user-46_2014-11-11_14-37-09_utt_061.wav"	"i want a smaller ticket"	"i want a smaller ticket"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1478"	"Frag: billigeres Ticket"	"user-46_2014-11-11_14-37-09_utt_062.wav"	"i want a ticket"	"i want a ticket"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1486"	"Sag: Ich möchte mit Visa bezahlen"	"user-48_2014-10-30_19-57-57_utt_009.wav"	"can i pay with visa"	"can i pay with visa*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1494"	"Sag: Ich möchte mit Visa bezahlen"	"user-48_2014-11-09_11-22-37_utt_006.wav"	"can i pay with visa"	"can i pay with peas vis*a"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1510"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-48_2014-11-09_11-22-37_utt_035.wav"	"can i buy with mastercard"	"can i pay with by mastercard"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1519"	"Sag: Ich bin aus Kanada"	"user-48_2014-11-09_11-22-37_utt_048.wav"	"i'm roast canada"	"i am aus*v canada"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1532"	"Frag: Grösse 37"	"user-48_2014-11-09_11-22-37_utt_067.wav"	"i am thirty-seven"	"i'm thirty-seven"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1553"	"Frag: Wo ist Madame Tussauds?"	"user-48_2014-11-14_15-39-25_utt_029.wav"	"where is the madame tussauds"	"where is the madame tussauds"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1564"	"Frag: Twinzimmer"	"user-49_2014-11-02_17-58-17_utt_005.wav"	"double room"	"double room"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1583"	"Frag: ein Ticket zum Piccadilly Circus"	"user-50_2014-11-11_16-10-10_utt_010.wav"	"i would like to sit in the i would like a ticket to reservation sit"	"i would like to i would like a ticket to piccadilly*z circus"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1590"	"Frag: ein Ticket für Samstagabend"	"user-50_2014-11-11_16-10-10_utt_019.wav"	"one ticket for one ticket for saturday evening"	"one ticket*z xxx one ticket for saturday*z evening"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1615"	"Frag: eine L"	"user-50_2014-11-11_16-10-10_utt_052.wav"	"big"	"big"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1624"	"Sag: Ich möchte mit Euros bezahlen"	"user-50_2014-11-11_16-10-10_utt_065.wav"	"i would like to pay by row"	"i would like to pay by euro*z"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1630"	"Sag: Ich möchte mit Visa bezahlen"	"user-51_2014-11-03_14-37-59_utt_006.wav"	"can i pay with visa"	"can i pay with vis*a"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1642"	"Frag: Junior Suite"	"user-51_2014-11-10_16-11-09_utt_007.wav"	"i'd like a junior suite"	"i'd like a junior*z suite"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1645"	"Frag: Gibt es einen Coiffeur?"	"user-51_2014-11-10_16-11-09_utt_011.wav"	"is there a sweet shirt"	"is there a freezer"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1662"	"Frag: Zimmer für 7 Nächte"	"user-51_2014-11-10_16-11-09_utt_039.wav"	"i would like a red for seven nights"	"i would like a bath for seven nights"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1678"	"Sag: Ich möchte am Donnerstagnachmittag abreisen"	"user-51_2014-11-10_16-11-09_utt_065.wav"	"i would like to leave on tuesday afternoon"	"i would like to leave on tuesday afternoon"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1693"	"Sag: Die Hauptstadt von Österreich ist Wien"	"user-51_2014-11-10_16-11-09_utt_087.wav"	"the capital of austria is vienna"	"the capital of austria*z is vienna"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1698"	"Sag: Ich heisse Andrew"	"user-51_2014-11-10_16-11-09_utt_094.wav"	"my name is andy"	"my name is angry"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1699"	"Sag: Ich bin aus Australien"	"user-51_2014-11-10_16-11-09_utt_095.wav"	"i'm from austria"	"i'm from austria*z"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1702"	"Sag: Ich heisse Paul"	"user-51_2014-11-10_16-11-09_utt_100.wav"	"my name"	"my name"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1716"	"Sag: Die Hauptstadt von Italien ist Rom"	"user-51_2014-11-10_16-11-09_utt_118.wav"	"capital capital from italy is rome"	"capitally*z the capitally from italy is rome"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1731"	"Sag: Ich möchte mit Pfund bezahlen"	"user-51_2014-11-10_16-11-09_utt_138.wav"	"can i pay with pounds"	"can i pay*a with pounds"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1732"	"Frag: 3 Musical-Tickets"	"user-51_2014-11-10_16-11-09_utt_141.wav"	"i would like to buy three musical tickets"	"i would like to buy three music musical tickets"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1734"	"Frag: 3 Tickets für König der Löwen"	"user-51_2014-11-10_16-11-09_utt_143.wav"	"i would like three tickets to the am"	"i would like three tickets to the lion"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1737"	"Frag: Tickets für das Naturhistorische Museum"	"user-51_2014-11-10_16-11-09_utt_146.wav"	"i would like tickets for the natural history museum"	"would you like tickets for the naturisch*v museum*z"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1770"	"Sag: Ich möchte mit Visa bezahlen"	"user-51_2014-11-10_16-11-09_utt_198.wav"	"i would like pay by visa"	"i would like pay by visa*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1792"	"Frag: eine L"	"user-51_2014-11-10_16-11-09_utt_230.wav"	"francs"	"grand"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1795"	"Sag: Dies ist zu teuer"	"user-51_2014-11-10_16-11-09_utt_233.wav"	"that's too jeans"	"that's too cheap"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1815"	"Sag: Ich bin aus Deutschland"	"user-51_2014-11-16_15-47-21_utt_017.wav"	"i'm from german"	"i'm from german"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1822"	"Sag: Mir geht es gut"	"user-51_2014-11-16_15-54-14_utt_007.wav"	"that's okay"	"it's okay"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1826"	"Sag: Der Tower ist nahe der Tower Bridge"	"user-51_2014-11-16_15-54-14_utt_013.wav"	"the tower is near the tower bridge"	"the tower is near the tower bridge"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1828"	"Frag: Wo ist Madame Tussauds?"	"user-51_2014-11-16_15-54-14_utt_017.wav"	"where is madame tussauds"	"where is the madame tussauds"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1830"	"Sag: Der Tower ist nahe der Tower Bridge"	"user-51_2014-11-16_15-54-14_utt_020.wav"	"the tower is near the tower bridge"	"the tower is near the tower bridge"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1831"	"Frag: Wo ist das Naturhistorische Museum?"	"user-51_2014-11-16_15-54-14_utt_023.wav"	"where is the natural history museum"	"where is the natury history museum"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1832"	"Frag: Wo ist Madame Tussauds?"	"user-51_2014-11-16_15-54-14_utt_024.wav"	"where is madame tussauds"	"where is the madame tussauds*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1836"	"Sag: Ich muss gehen"	"user-51_2014-11-16_15-54-14_utt_030.wav"	"i would like to boots"	"i would like to go"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1839"	"Frag: Wo ist Madame Tussauds?"	"user-51_2014-11-16_15-54-14_utt_035.wav"	"where is madame tussauds"	"where is the madame tussauds*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1842"	"Sag: Ich muss gehen"	"user-51_2014-11-16_15-54-14_utt_040.wav"	"no i would like to go"	"sorry i would like to go"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1846"	"Frag: Wo ist Madame Tussauds?"	"user-51_2014-11-16_15-54-14_utt_046.wav"	"where is madame tussauds"	"where is the madame tussauds"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1848"	"Sag: Der Tower ist nahe der Tower Bridge"	"user-51_2014-11-16_15-54-14_utt_049.wav"	"the tower is near the tower bridge"	"the tower is near the tower bridge"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1849"	"Frag: Wo ist die Tate Modern?"	"user-51_2014-11-16_15-54-14_utt_052.wav"	"where is the tate modern"	"where is the date modern"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1854"	"Sag: Ich muss gehen"	"user-51_2014-11-16_15-54-14_utt_059.wav"	"sorry i would like to go"	"sorry i would like to go"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1861"	"Sag: Saint Pauls Cathedral ist nahe der Bank of England"	"user-51_2014-11-16_15-54-14_utt_069.wav"	"the sit pen is near the bank of england"	"the saint paul cathedral*z is near the bank of england"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1863"	"Frag: Wo ist die Tate Modern?"	"user-51_2014-11-16_15-54-14_utt_073.wav"	"where is the tate modern"	"where is the date modern"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1866"	"Sag: Der Tower ist nahe der Tower Bridge"	"user-51_2014-11-16_15-54-14_utt_077.wav"	"the tower is near the tower bridge"	"the tower is near the tower bridge"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1870"	"Frag: Wo ist der Tower?"	"user-51_2014-11-16_15-54-14_utt_083.wav"	"where is the tower of england"	"where is the tower of england"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1876"	"Frag: Wo ist das British Museum?"	"user-51_2014-11-16_15-54-14_utt_092.wav"	"where is the british museum"	"eh where is the british museum"	"correct"	"correct"	"M: 2-2 H: 3-0"
"1879"	"Sag: Der Tower ist nahe der Tower Bridge"	"user-51_2014-11-16_15-54-14_utt_096.wav"	"the tower is near tower bridge"	"the tower is near the tower bridge"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1880"	"Sag: Ich muss gehen"	"user-51_2014-11-16_15-54-14_utt_098.wav"	"i would like to go"	"sorry i would like to go"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1889"	"Frag: Ich möchte die Rechnung"	"user-51_2014-11-16_15-54-14_utt_109.wav"	"i would like a shirt"	"i would like the clerk"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1906"	"Sag: Das Zimmer ist dreckig"	"user-51_2014-11-16_16-19-57_utt_020.wav"	"my name is sarah"	"my room is xxx"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1908"	"Sag: Das Zimmer ist dreckig"	"user-51_2014-11-16_16-19-57_utt_022.wav"	"i don't know"	"i don't know"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1914"	"Frag: den Sonntagsbraten"	"user-51_2014-11-16_16-19-57_utt_031.wav"	"a food lisbon i would like a hamburger"	"i would like a braten*v xxx i would like a hamburger"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1915"	"Frag: den Sonntagsbraten"	"user-51_2014-11-16_16-19-57_utt_032.wav"	"switzerland"	"i would like the xxx roast"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1925"	"Frag: Gibt es einen Coiffeur?"	"user-56_2014-11-06_16-32-06_utt_008.wav"	"is there a hotel"	"is there a head cutter"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1927"	"Frag: Wo ist der Coiffeur?"	"user-56_2014-11-06_16-32-06_utt_010.wav"	"where is the hairdresser"	"where is the head cutter"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1928"	"Sag: Ich habe keine Reservation"	"user-56_2014-11-06_16-32-06_utt_013.wav"	"i don't have a reservation"	"i not have a reservation"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1929"	"Sag: Ich habe keine Reservation"	"user-56_2014-11-06_16-32-06_utt_014.wav"	"i do not have a reservation"	"i not have a reservation"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1931"	"Frag: Twinzimmer"	"user-56_2014-11-06_16-32-06_utt_016.wav"	"a twin room"	"a twine room"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1938"	"Sag: Im Zimmer hat es kein Duschgel"	"user-56_2014-11-06_16-32-06_utt_026.wav"	"could not find any blue shower gel"	"i could not find any no shower gel*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1944"	"Sag: Ich habe keine Reservation"	"user-56_2014-11-06_16-32-06_utt_037.wav"	"i don't have a reservation"	"i not have a reservation"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1945"	"Sag: Ich habe keine Reservation"	"user-56_2014-11-06_16-32-06_utt_038.wav"	"i do not have a reservation"	"i not have a reservation"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1964"	"Frag: Gibt es einen Lebensmittelladen?"	"user-56_2014-11-06_16-32-06_utt_065.wav"	"is there a a museum bathroom blue virgo minster too small room want food shop room nihilism a double room chandeliers"	"is there a ggg xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"1974"	"Frag: 6 Tickets nach London"	"user-57_2014-10-24_17-52-51_utt_020.wav"	"six tickets am lisbon"	"six tickets um nach*v london"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"1983"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-24_17-52-51_utt_032.wav"	"i would pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"1987"	"Frag: 4 Tickets für Billy Elliot"	"user-57_2014-10-24_17-52-51_utt_038.wav"	"four tickets for billy on please"	"four tickets for billy anthony"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"1990"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"user-57_2014-10-24_17-52-51_utt_042.wav"	"i would like in the second row in ticket"	"i would like in the second row sit"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2000"	"Frag: Pilze"	"user-57_2014-10-24_17-52-51_utt_054.wav"	"can i have tall"	"can i have pilze*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2007"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-24_17-52-51_utt_061.wav"	"i pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2021"	"Frag: eine L"	"user-57_2014-10-24_17-52-51_utt_084.wav"	"great"	"great"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2036"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-24_17-52-51_utt_108.wav"	"i pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2037"	"Frag: Gibt es einen Coiffeur?"	"user-57_2014-10-24_17-52-51_utt_109.wav"	"is there a door for"	"is there a coiffeur*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2039"	"Sag: Mein Zimmer ist dreckig"	"user-57_2014-10-24_17-52-51_utt_112.wav"	"my room daylights"	"my room is"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2057"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-10-25_10-33-52_utt_023.wav"	"i pay with credit card"	"i pay with credit card"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2072"	"Frag: Karroten"	"user-57_2014-10-25_10-33-52_utt_043.wav"	"i would like arrive tuesday"	"i would like karroten*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2074"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-10-25_10-33-52_utt_045.wav"	"i would i would like the dessert menu please"	"i would ah i'd like the dessert menu please"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2079"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-25_10-33-52_utt_050.wav"	"i would pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2080"	"Frag: Wo ist die Tate Modern?"	"user-57_2014-10-25_10-33-52_utt_054.wav"	"where is the tate modern"	"wo*v is the tate modern"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2087"	"Sag: Ich muss gehen"	"user-57_2014-10-25_10-33-52_utt_063.wav"	"the dessert menu"	"sorry i need to"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2104"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-25_10-33-52_utt_093.wav"	"i pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2108"	"Frag: Wo ist das Hotelrestaurant?"	"user-57_2014-10-25_10-33-52_utt_097.wav"	"where is the hotel"	"where is the hotel rest*a"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2112"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"user-57_2014-10-25_10-33-52_utt_104.wav"	"where can i buy a hairdryer"	"where can i a hairdryer"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2124"	"Frag: ein Ticket zum Trafalgar Square"	"user-57_2014-10-30_18-43-25_utt_017.wav"	"i would like a ticket to trafalgar square forty"	"i would like a ticket to trafalgar*z xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2125"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-10-30_18-43-25_utt_018.wav"	"i would pay with visa"	"i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2135"	"Frag: einen Orangensaft"	"user-57_2014-10-30_18-43-25_utt_034.wav"	"i would like a red sweatshirt"	"i would like orange saft*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2137"	"Frag: den Sonntagsbraten"	"user-57_2014-10-30_18-43-25_utt_036.wav"	"i would like sandals"	"i would like sunday roast"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2151"	"Sag: Mir geht es gut"	"user-57_2014-10-30_18-43-25_utt_055.wav"	"i'm good thanks"	"i'm good thank you"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2160"	"Sag du möchtest nicht: dieses T-Shirt"	"user-57_2014-10-30_18-43-25_utt_066.wav"	"i do not want this t-shirt"	"i do no want this t-shirt"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2173"	"Sag: Ich bin aus Schottland"	"user-57_2014-11-03_11-23-59_utt_016.wav"	"i'm from scotland a i'm from scotland"	"i'm from schottland*v i'm from schottland*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2190"	"Frag: Tickets für Madame Tussauds"	"user-57_2014-11-03_11-23-59_utt_040.wav"	"i would like tickets for madame tussauds"	"i would like tickets for madame tussauds*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2203"	"Frag: Wo ist Piccadilly Circus?"	"user-57_2014-11-03_11-23-59_utt_058.wav"	"could you give me a less jeans to piccadilly circus"	"could you give me directions to piccadilly circus*z"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2212"	"Frag: eine L"	"user-57_2014-11-03_11-23-59_utt_071.wav"	"i am john"	"i am a long"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2213"	"Frag: eine L"	"user-57_2014-11-03_11-23-59_utt_072.wav"	"i would like a london for"	"i would like a xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2215"	"Sag du möchtest nicht: dieses Sweatshirt"	"user-57_2014-11-03_11-23-59_utt_074.wav"	"i want three tickets"	"i do no want the sweatshirt"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2226"	"Sag: Das WC ist dreckig"	"user-57_2014-11-06_11-36-06_utt_012.wav"	"green sweet is dirty"	"the v c is dirty"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2233"	"Sag: Ich möchte am Dienstagmorgen abreisen"	"user-57_2014-11-06_11-36-06_utt_022.wav"	"i would like to leave on thursday morning"	"i would like to leave on thirty morning"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2238"	"Sag: Ich heisse Andrew"	"user-57_2014-11-06_11-47-15_utt_002.wav"	"my name is andy"	"my name is andrew*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2240"	"Sag: Deutschland ist nicht in Afrika"	"user-57_2014-11-06_11-47-15_utt_004.wav"	"germany is not in africa"	"germany isn't it in africa"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2257"	"Frag: ein Ticket nach Notting Hill"	"user-57_2014-11-06_16-53-24_utt_014.wav"	"can i have a ticket to notting hill"	"can i have a ticket to notting*z hill"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2261"	"Sag: Ich habe nur grosse Noten"	"user-57_2014-11-06_16-53-24_utt_018.wav"	"i have only large"	"i have only lar*a"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2271"	"Frag: Tickets für das Naturhistorische Museum"	"user-57_2014-11-06_16-53-24_utt_030.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natur*v historische*v museum"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2277"	"Frag: mein Steak rare"	"user-57_2014-11-06_16-53-24_utt_038.wav"	"i would like my steak rare"	"i would like my steak*z raw"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2280"	"Frag: Schokoladenglace"	"user-57_2014-11-06_16-53-24_utt_041.wav"	"i would like the chocolate nights"	"i would like a chocolate glace*v oh"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2285"	"Frag: Wo ist Madame Tussauds?"	"user-57_2014-11-06_16-53-24_utt_048.wav"	"where is the madame tussauds"	"where is the madame tussauds xxx"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2286"	"Frag: Wo ist Madame Tussauds?"	"user-57_2014-11-06_16-53-24_utt_049.wav"	"where is the madame tussauds"	"where is the madame tussauds"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2294"	"Frag: Grösse 40"	"user-57_2014-11-06_16-53-24_utt_060.wav"	"for two nights"	"fourteen"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2299"	"Sag: Dies ist zu eng"	"user-57_2014-11-06_16-53-24_utt_066.wav"	"this is too large"	"this is too large"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2302"	"Sag du möchtest nicht: diese Jeans"	"user-57_2014-11-06_16-53-24_utt_069.wav"	"i do not want these jeans"	"i do not want this jeans"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2318"	"Sag: Ich bin aus Spanien"	"user-57_2014-11-07_11-18-23_utt_020.wav"	"i am from australia"	"i am from spanien*v"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2326"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-07_11-18-23_utt_030.wav"	"is can i pay with credit card"	"ggg can i pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2328"	"Sag: Ich habe kleinere Note"	"user-57_2014-11-07_11-18-23_utt_032.wav"	"i have smaller notes"	"i have small notes"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2330"	"Frag: ein Ticket für Samstagabend"	"user-57_2014-11-07_11-18-23_utt_037.wav"	"i want a ticket for sunday evening"	"i want a ticket for sunday evening"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2339"	"Frag: mein Steak durchgebraten"	"user-57_2014-11-07_11-18-23_utt_050.wav"	"i would like my steak medium"	"i would like my steak*z medium"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2340"	"Frag: mein Steak durchgebraten"	"user-57_2014-11-07_11-18-23_utt_051.wav"	"i would like my steak well done"	"i would like my steak*z well down"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2342"	"Sag: Dies ist nicht was ich bestellt habe"	"user-57_2014-11-07_11-18-23_utt_053.wav"	"this is not want i have older"	"this is not want i have order"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2360"	"Sag: Dies ist zu eng"	"user-57_2014-11-07_11-18-23_utt_080.wav"	"this is too tight"	"this is too xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2363"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-07_11-18-23_utt_083.wav"	"i do not want this tee shirt"	"i do not want this t-shirt"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2364"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-07_11-18-23_utt_084.wav"	"i do not want this t-shirt"	"i do not want this t-shirt"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2365"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-07_11-18-23_utt_085.wav"	"i do not want this tee shirt"	"i do not want this tee shirt"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2371"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-08_08-52-04_utt_009.wav"	"i would like to pay with euros"	"i would like to pay with euro*z"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
